language,age_group,education_level,exposure_type,daily_practice_hours,spoken_at_home,reading_score,writing_score,speaking_score,overall_proficiency
Marathi,Child (6-12),Postgraduate,Immersive,11,Yes,100.0,97.3,100.0,99.1
Tamil,Teenager (13-19),Postgraduate,School Only,0,No,87.2,74.9,85.3,82.3
Hindi,Senior (36+),Primary,Media + School,8,Yes,58.4,74.4,83.4,71.5
English,Adult (20-35),No Formal,Immersive,5,Yes,61.8,63.3,77.8,67.1
Marathi,Adult (20-35),Graduate,Immersive,14,Yes,100.0,94.4,99.4,97.9
Marathi,Child (6-12),Primary,Media + School,11,Yes,85.9,80.2,88.4,84.7
Kannada,Teenager (13-19),Secondary,Native,1,No,89.3,100.0,72.0,87.9
Tamil,Adult (20-35),Graduate,Media + School,4,Yes,95.0,99.8,87.1,94.3
Hindi,Teenager (13-19),Graduate,Immersive,12,No,100.0,96.4,100.0,98.7
Bengali,Teenager (13-19),Graduate,Native,10,Yes,100.0,96.0,100.0,98.6
Kannada,Child (6-12),Postgraduate,School Only,3,No,80.5,78.1,86.4,81.4
English,Adult (20-35),Graduate,School Only,6,Yes,96.5,98.3,100.0,98.2
English,Child (6-12),No Formal,School Only,7,No,30.3,37.3,25.8,31.4
Kannada,Child (6-12),Graduate,Immersive,10,Yes,100.0,100.0,100.0,100.0
Marathi,Adult (20-35),Postgraduate,Media + School,13,No,100.0,99.3,100.0,99.8
English,Adult (20-35),Graduate,Native,14,No,100.0,92.7,100.0,97.4
Tamil,Senior (36+),Secondary,School Only,10,Yes,99.4,78.5,96.0,91.1
Hindi,Senior (36+),Secondary,Native,0,No,69.6,65.3,82.0,71.8
Tamil,Teenager (13-19),Postgraduate,Immersive,4,Yes,100.0,98.6,100.0,99.5
English,Adult (20-35),No Formal,School Only,14,Yes,60.0,50.7,55.7,55.5
Bengali,Senior (36+),No Formal,Immersive,2,Yes,58.1,49.7,60.2,55.8
Hindi,Teenager (13-19),Primary,Media + School,0,Yes,64.7,70.0,70.3,68.2
Hindi,Teenager (13-19),Postgraduate,Immersive,11,Yes,100.0,98.4,98.8,99.1
Kannada,Teenager (13-19),Graduate,Immersive,2,No,91.4,93.1,90.9,91.8
Kannada,Senior (36+),Postgraduate,Media + School,13,Yes,100.0,94.1,99.7,97.8
Bengali,Adult (20-35),Primary,Native,5,Yes,90.8,80.4,100.0,89.9
Marathi,Child (6-12),Postgraduate,Media + School,13,Yes,100.0,95.3,91.5,95.8
Hindi,Teenager (13-19),Postgraduate,Media + School,6,Yes,100.0,98.0,93.9,97.5
Bengali,Senior (36+),Primary,Immersive,7,Yes,82.2,78.6,88.4,82.8
Kannada,Senior (36+),No Formal,Native,12,Yes,70.7,68.1,94.2,76.8
Kannada,Child (6-12),Graduate,School Only,10,No,100.0,92.1,79.6,91.1
Hindi,Child (6-12),Primary,Media + School,3,No,52.4,39.0,61.1,50.3
Tamil,Senior (36+),Secondary,Native,2,Yes,92.7,85.5,96.9,91.4
English,Adult (20-35),No Formal,Media + School,4,No,48.4,34.0,34.7,39.2
Kannada,Child (6-12),Secondary,Media + School,8,Yes,85.3,97.9,68.0,84.5
Marathi,Senior (36+),No Formal,Media + School,12,Yes,51.2,62.1,58.5,57.2
Marathi,Child (6-12),Graduate,Media + School,5,Yes,97.1,90.3,96.1,94.4
Kannada,Adult (20-35),Graduate,Immersive,14,Yes,100.0,93.8,83.6,92.9
Tamil,Teenager (13-19),Postgraduate,Native,8,Yes,100.0,85.9,97.0,94.2
Tamil,Child (6-12),Secondary,Native,14,No,94.2,99.4,92.0,95.4
Bengali,Adult (20-35),No Formal,Native,5,No,64.9,38.3,69.1,56.8
Marathi,Senior (36+),Graduate,Media + School,1,No,81.9,68.7,78.5,76.3
Bengali,Child (6-12),Primary,Immersive,12,No,73.9,84.0,94.0,83.5
Marathi,Child (6-12),Graduate,Media + School,4,Yes,100.0,94.0,94.9,96.4
English,Senior (36+),Primary,Media + School,11,No,75.7,75.3,56.4,69.8
English,Teenager (13-19),No Formal,Native,10,Yes,94.1,56.8,87.2,79.0
Hindi,Senior (36+),Graduate,Media + School,8,No,100.0,97.8,73.3,91.2
Bengali,Child (6-12),Graduate,School Only,7,No,94.8,83.8,83.8,87.6
Kannada,Senior (36+),No Formal,Media + School,6,No,43.0,33.9,48.1,41.3
Bengali,Adult (20-35),Graduate,School Only,0,No,66.8,75.6,75.8,72.6
Kannada,Senior (36+),Primary,Media + School,3,Yes,68.0,52.3,80.6,66.3
Tamil,Child (6-12),Graduate,Immersive,11,No,100.0,94.3,100.0,98.0
Bengali,Senior (36+),Secondary,Immersive,6,No,75.4,79.8,100.0,84.3
Tamil,Teenager (13-19),Postgraduate,Native,10,Yes,100.0,99.9,100.0,100.0
English,Senior (36+),Primary,Media + School,6,Yes,75.2,61.1,93.4,75.7
English,Teenager (13-19),Secondary,School Only,14,No,83.9,88.6,100.0,90.4
Hindi,Adult (20-35),No Formal,School Only,5,Yes,51.5,42.8,65.6,52.7
Bengali,Teenager (13-19),Primary,Media + School,7,Yes,75.8,70.5,93.8,79.3
Tamil,Senior (36+),Postgraduate,School Only,10,Yes,100.0,94.4,98.6,97.6
Kannada,Child (6-12),Postgraduate,Immersive,12,No,100.0,100.0,100.0,100.0
English,Teenager (13-19),No Formal,School Only,5,Yes,37.9,40.6,30.7,36.7
English,Adult (20-35),No Formal,Native,9,No,77.8,51.5,65.4,64.9
Kannada,Teenager (13-19),Primary,Immersive,2,No,63.1,67.1,84.1,70.8
Tamil,Teenager (13-19),Graduate,Immersive,3,No,92.7,96.0,100.0,96.0
Tamil,Teenager (13-19),No Formal,Immersive,13,No,57.1,62.2,50.8,57.0
Bengali,Adult (20-35),Graduate,Media + School,2,Yes,100.0,98.1,93.9,97.5
Bengali,Senior (36+),Secondary,Media + School,0,No,59.4,74.6,74.1,69.1
Marathi,Teenager (13-19),Postgraduate,Immersive,14,Yes,100.0,87.0,100.0,95.4
Marathi,Teenager (13-19),Graduate,Media + School,9,No,99.8,100.0,81.4,94.4
Hindi,Child (6-12),Postgraduate,School Only,4,Yes,100.0,87.6,100.0,95.7
English,Adult (20-35),Graduate,Media + School,14,No,100.0,100.0,100.0,100.0
Bengali,Teenager (13-19),Secondary,Media + School,0,Yes,92.5,71.0,83.6,82.3
Tamil,Adult (20-35),No Formal,Immersive,0,No,49.0,50.4,51.5,50.2
Kannada,Teenager (13-19),Secondary,Native,1,No,73.1,72.8,79.8,75.0
Tamil,Senior (36+),No Formal,Native,12,Yes,75.9,68.3,78.9,74.1
English,Senior (36+),No Formal,Native,3,No,57.0,48.0,53.2,52.7
Marathi,Teenager (13-19),Postgraduate,School Only,5,No,100.0,89.9,96.0,95.3
Tamil,Senior (36+),Secondary,Media + School,7,No,67.3,66.8,75.8,69.7
Hindi,Teenager (13-19),Graduate,Native,12,Yes,100.0,100.0,100.0,100.0
English,Senior (36+),Secondary,Immersive,2,No,79.4,88.1,91.2,86.0
Marathi,Child (6-12),Postgraduate,Native,0,No,100.0,86.7,99.7,95.3
Kannada,Child (6-12),No Formal,Native,2,Yes,62.2,51.3,55.6,56.4
Marathi,Child (6-12),Postgraduate,Media + School,11,Yes,100.0,93.1,100.0,97.6
Hindi,Adult (20-35),Primary,Media + School,2,Yes,72.0,54.6,67.7,64.6
English,Adult (20-35),Primary,Media + School,4,Yes,74.2,53.6,64.0,63.9
Kannada,Child (6-12),Graduate,School Only,10,Yes,100.0,87.2,100.0,95.5
Hindi,Adult (20-35),Postgraduate,School Only,11,No,100.0,94.1,98.5,97.5
Marathi,Senior (36+),Graduate,Native,11,No,100.0,88.1,100.0,95.8
Hindi,Teenager (13-19),Graduate,Media + School,3,No,75.0,80.1,80.9,78.6
English,Teenager (13-19),Primary,Native,12,Yes,99.6,79.1,88.0,88.9
Bengali,Teenager (13-19),Graduate,Immersive,3,No,97.9,91.8,80.5,90.5
Hindi,Child (6-12),Primary,Immersive,8,Yes,74.3,63.7,81.9,72.9
Hindi,Adult (20-35),No Formal,Media + School,6,Yes,52.7,58.7,55.7,55.7
Marathi,Senior (36+),Postgraduate,Media + School,3,No,93.8,94.0,100.0,95.7
Marathi,Senior (36+),Graduate,Immersive,2,Yes,91.1,90.2,99.2,93.2
Kannada,Child (6-12),Primary,Media + School,5,Yes,64.0,65.7,70.7,66.6
Marathi,Senior (36+),Secondary,School Only,2,No,53.9,60.1,62.0,58.5
Tamil,Senior (36+),Graduate,School Only,5,Yes,89.2,83.9,84.4,85.9
English,Senior (36+),No Formal,Media + School,10,Yes,57.1,63.1,60.7,60.3
